id,title,description,availability,condition,price,link,image_link,brand,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,color,size,age_group,material,pattern,shipping,shipping_weight,gtin,video[0].url,video[0].tag[0],style[0]
200098,Tea Bag Roi Soleil,Tea Bag Roi Soleil from Teabag category,in stock,new,105.00 AED,https://yourwebsite.com/menu/200098,http://43.205.113.48/iposapi/images/Cat212.png,Restaurant,100,,,,,all ages,,,,,200098,,,
300079,GALETTE (INDIVIDUAL),GALETTE (INDIVIDUAL) from Cake category,in stock,new,25.00 AED,https://yourwebsite.com/menu/300079,http://43.205.113.48/iposapi/images/Cat222.png,Restaurant,100,,,,,all ages,,,,,300079,,,
503201,Lemon Cake,Lemon Cake from Cake category,in stock,new,19.00 AED,https://yourwebsite.com/menu/503201,http://43.205.113.48/iposapi/images/Cat222.png,Restaurant,100,,,,,all ages,,,,,503201,,,
503206,Pistachio Orange Cak,Pistachio Orange Cak from Cake category,in stock,new,19.00 AED,https://yourwebsite.com/menu/503206,http://43.205.113.48/iposapi/images/Cat222.png,Restaurant,100,,,,,all ages,,,,,503206,,,
503202,Rose Cake,Rose Cake from Cake category,in stock,new,19.00 AED,https://yourwebsite.com/menu/503202,http://43.205.113.48/iposapi/images/Cat222.png,Restaurant,100,,,,,all ages,,,,,503202,,,
A001032,sweets,sweets from Cake category,in stock,new,50.00 AED,https://yourwebsite.com/menu/A001032,http://43.205.113.48/iposapi/images/Cat222.png,Restaurant,100,,,,,all ages,,,,,A001032,,,
503312,Choco MiniPista Croi,Choco MiniPista Croi from Croissants category,in stock,new,7.00 AED,https://yourwebsite.com/menu/503312,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503312,,,
503303,Chocolate croissant,Chocolate croissant from Croissants category,in stock,new,15.00 AED,https://yourwebsite.com/menu/503303,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503303,,,
503311,Chocolate Pista Croi,Chocolate Pista Croi from Croissants category,in stock,new,15.00 AED,https://yourwebsite.com/menu/503311,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503311,,,
503301,Ladurée croissant,Ladurée croissant from Croissants category,in stock,new,12.00 AED,https://yourwebsite.com/menu/503301,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503301,,,
503308,Mini chocolate croissant,Mini chocolate croissant from Croissants category,in stock,new,7.00 AED,https://yourwebsite.com/menu/503308,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503308,,,
503310,Mini rose croissant,Mini rose croissant from Croissants category,in stock,new,7.00 AED,https://yourwebsite.com/menu/503310,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503310,,,
503309,Mini zaatar croissant,Mini zaatar croissant from Croissants category,in stock,new,7.00 AED,https://yourwebsite.com/menu/503309,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503309,,,
503306,Plain Mini croissant,Plain Mini croissant from Croissants category,in stock,new,6.00 AED,https://yourwebsite.com/menu/503306,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503306,,,
503305,Rose croissant,Rose croissant from Croissants category,in stock,new,15.00 AED,https://yourwebsite.com/menu/503305,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503305,,,
503304,Zaatar croissant,Zaatar croissant from Croissants category,in stock,new,15.00 AED,https://yourwebsite.com/menu/503304,http://43.205.113.48/iposapi/images/Cat242.png,Restaurant,100,,,,,all ages,,,,,503304,,,
300044,Caroline Milk chocol,Caroline Milk chocol from Petit Fours category,in stock,new,10.00 AED,https://yourwebsite.com/menu/300044,http://43.205.113.48/iposapi/images/Cat272.png,Restaurant,100,,,,,all ages,,,,,300044,,,
300033,Caroline Vanilla,Caroline Vanilla from Petit Fours category,in stock,new,10.00 AED,https://yourwebsite.com/menu/300033,http://43.205.113.48/iposapi/images/Cat272.png,Restaurant,100,,,,,all ages,,,,,300033,,,
